season,e024_gate,gw,movement,player_id,web_name,position,price,season_minutes,recent4_minutes,p_start,q,ctrl_mu,treat_mu,mu_lift,ctrl_u,treat_u,u_lift,v2b_mu_lift,delta_u_boundary,delta_mu_boundary,small_boundary,best_excluded_u,had_club_prior,new_club,actual_minutes,blank,actual_pts,mu_error,good_60,bad_60,vs_mean_leaver_pts
2022-23,FAIL,25,entered,288,Diogo Jota,FWD,88,246,51,0.72,0.5667,5.1048,6.9796,1.8748,5.1048,6.1672,1.0624,1.8748,-0.5036,0.3088,1,6.6708,1,1,145.0,0,7.0,0.0204,1,0,0.5
2022-23,FAIL,25,entered,222,Ayling,DEF,45,878,450,0.72,1.0,2.5908,2.8028,0.212,2.5908,2.8028,0.212,0.212,-3.868,-3.868,1,6.6708,1,1,90.0,0,6.0,3.1972,1,0,-0.5
2022-23,FAIL,25,left,210,Mitrović,FWD,68,1636,263,0.68,1.0,2.3828,2.3828,0.0,2.3828,2.3828,0.0,0.0,,,,,0,1,0.0,1,0.0,-2.3828,0,0,
2022-23,FAIL,25,left,285,Alexander-Arnold,DEF,73,1619,288,0.72,1.0,5.29,5.5112,0.2212,5.29,5.5112,0.2212,0.2212,,,,,1,1,159.0,0,13.0,7.4888,1,0,
2022-23,FAIL,26,entered,355,Dubravka,GKP,41,66,66,0.85,0.7333,3.6788,3.7472,0.0684,3.6788,3.729,0.0502,0.0684,-0.0582,-0.04,1,3.7872,1,1,0.0,1,0.0,-3.7472,0,0,-3.5
2022-23,FAIL,26,entered,262,Iheanacho,FWD,62,565,277,0.72,1.0,2.7828,3.58,0.7972,2.7828,3.58,0.7972,0.7972,-0.2072,-0.2072,1,3.7872,1,1,90.0,0,2.0,-1.58,1,0,-1.5
2022-23,FAIL,26,entered,394,Johnson,FWD,57,1970,355,0.72,1.0,2.1796,2.1796,0.0,2.1796,2.1796,0.0,0.0,-1.6076,-1.6076,1,3.7872,0,1,90.0,0,13.0,10.8204,1,0,9.5
2022-23,FAIL,26,entered,333,Fernandes,MID,98,2069,360,0.82,1.0,3.2048,3.2048,0.0,3.2048,3.2048,0.0,0.0,-0.5824,-0.5824,1,3.7872,1,1,90.0,0,2.0,-1.2048,1,0,-1.5
2022-23,FAIL,26,entered,303,Mahrez,MID,77,1055,220,0.48,1.0,2.4884,3.3048,0.8164,2.4884,3.3048,0.8164,0.8164,-0.4824,-0.4824,1,3.7872,1,1,0.0,1,0.0,-3.3048,0,0,-3.5
2022-23,FAIL,26,entered,92,Pinnock,DEF,44,1350,270,0.72,1.0,2.5408,2.6092,0.0684,2.5408,2.6092,0.0684,0.0684,-1.178,-1.178,1,3.7872,1,1,90.0,0,7.0,4.3908,1,0,3.5
2022-23,FAIL,26,left,518,Hennessey,GKP,39,180,0,0.85,0.0,3.2108,3.2108,0.0,3.2108,3.2108,0.0,0.0,,,,,0,1,0.0,1,0.0,-3.2108,0,0,
2022-23,FAIL,26,left,619,Gnonto,FWD,51,956,419,0.72,1.0,2.0856,2.0856,0.0,2.0856,2.0856,0.0,0.0,,,,,0,1,22.0,0,1.0,-1.0856,0,0,
2022-23,FAIL,26,left,335,Rashford,MID,73,1954,338,0.72,1.0,3.1072,3.1072,0.0,3.1072,3.1072,0.0,0.0,,,,,1,1,84.0,0,2.0,-1.1072,1,0,
2022-23,FAIL,26,left,602,Renan Lodi,DEF,43,1251,334,0.72,1.0,2.334,2.334,0.0,2.334,2.334,0.0,0.0,,,,,0,1,90.0,0,1.0,-1.334,1,0,
2022-23,FAIL,26,left,124,Mitoma,MID,54,1014,270,0.72,1.0,2.9028,2.9028,0.0,2.9028,2.9028,0.0,0.0,,,,,0,1,82.0,0,13.0,10.0972,1,0,
2022-23,FAIL,26,left,318,Haaland,FWD,122,1931,386,0.72,1.0,3.25,3.25,0.0,3.25,3.25,0.0,0.0,,,,,0,1,90.0,0,4.0,0.75,1,0,
2022-23,FAIL,27,entered,152,Guaita,GKP,44,2250,360,0.85,1.0,6.3728,6.3728,0.0,6.3728,6.3728,0.0,0.0,0.4368,0.4368,0,5.936,1,0,90.0,0,3.0,-3.3728,1,0,-4.25
2022-23,FAIL,27,entered,11,Nketiah,FWD,66,989,308,0.72,1.0,2.8992,3.3228,0.4236,2.8992,3.3228,0.4236,0.4236,-2.6132,-2.6132,1,5.936,1,0,0.0,1,0.0,-3.3228,0,0,-7.25
2022-23,FAIL,27,entered,92,Pinnock,DEF,44,1440,270,0.72,1.0,4.3908,4.4464,0.0556,4.3908,4.4464,0.0556,0.0556,-1.4896,-1.4896,1,5.936,1,1,180.0,0,8.0,3.5536,1,0,0.75
2022-23,FAIL,27,entered,262,Iheanacho,FWD,62,655,301,0.72,1.0,3.0412,3.9,0.8588,3.0412,3.9,0.8588,0.8588,-2.036,-2.036,1,5.936,1,1,75.0,0,2.0,-1.9,1,0,-5.25
2022-23,FAIL,27,left,170,Mitchell,DEF,44,1719,351,0.72,1.0,4.2892,4.282,-0.0072,4.2892,4.282,-0.0072,-0.0072,,,,,1,0,180.0,0,4.0,-0.282,1,0,
2022-23,FAIL,27,left,427,Kane,FWD,117,2326,360,0.82,1.0,3.1052,3.1052,0.0,3.1052,3.1052,0.0,0.0,,,,,1,1,90.0,0,13.0,9.8948,1,0,
2022-23,FAIL,27,left,422,Bazunu,GKP,45,2250,360,0.85,1.0,5.4052,5.4052,0.0,5.4052,5.4052,0.0,0.0,,,,,0,1,180.0,0,8.0,2.5948,1,0,
2022-23,FAIL,27,left,95,Mbeumo,FWD,59,1837,250,0.68,1.0,4.0332,4.0332,0.0,4.0332,4.0332,0.0,0.0,,,,,1,1,167.0,0,4.0,-0.0332,1,0,
2022-23,FAIL,28,entered,45,Bailey,MID,44,1542,167,0.68,1.0,2.35,2.5416,0.1916,2.35,2.5416,0.1916,0.1916,-1.1565,-1.1536,1,3.6981,1,0,64.0,0,6.0,3.4584,1,0,-3.0
2022-23,FAIL,28,left,233,Harrison,MID,57,1743,344,0.72,1.0,2.5316,2.5204,-0.0112,2.5316,2.5204,-0.0112,-0.0112,,,,,1,1,90.0,0,9.0,6.4796,1,0,
2022-23,FAIL,29,entered,256,Ricardo,DEF,43,277,275,0.72,1.0,4.1736,5.6072,1.4336,4.1736,5.6072,1.4336,1.4336,-1.2588,-1.2588,1,6.866,1,1,50.0,0,8.0,2.3928,0,0,-0.5
2022-23,FAIL,29,entered,464,Benrahma,MID,55,1420,217,0.68,1.0,5.206,5.7232,0.5172,5.206,5.7232,0.5172,0.5172,-1.1428,-1.1428,1,6.866,1,0,152.0,0,5.0,-0.7232,1,0,-3.5
2022-23,FAIL,29,left,233,Harrison,MID,57,1833,349,0.72,1.0,5.4268,5.4268,0.0,5.4268,5.4268,0.0,0.0,,,,,1,1,174.0,0,10.0,4.5732,1,0,
2022-23,FAIL,29,left,342,Dalot,DEF,47,1519,90,0.68,1.0,5.0448,4.954,-0.0908,5.0448,4.954,-0.0908,-0.0908,,,,,1,1,180.0,0,7.0,2.046,1,0,
2022-23,FAIL,30,entered,256,Ricardo,DEF,43,327,320,0.72,1.0,2.3996,3.2252,0.8256,2.3996,3.2252,0.8256,0.8256,-0.5168,-0.5168,1,3.742,1,1,57.0,0,1.0,-2.2252,0,0,-0.8
2022-23,FAIL,30,entered,81,Raya,GKP,49,2610,540,0.85,1.0,3.804,3.804,0.0,3.804,3.804,0.0,0.0,0.062,0.062,1,3.742,1,1,90.0,0,0.0,-3.804,0,1,-1.8
2022-23,FAIL,30,entered,594,Isak,FWD,67,726,290,0.72,1.0,3.0352,3.0352,0.0,3.0352,3.0352,0.0,0.0,-0.7068,-0.7068,1,3.742,0,1,86.0,0,5.0,1.9648,1,0,3.2
2022-23,FAIL,30,entered,180,Keane,DEF,42,472,360,0.72,1.0,2.4684,2.7672,0.2988,2.4684,2.7672,0.2988,0.2988,-0.9748,-0.9748,1,3.742,1,0,90.0,0,1.0,-1.7672,1,0,-0.8
2022-23,FAIL,30,entered,124,Mitoma,MID,56,1444,430,0.72,1.0,3.0768,3.0768,0.0,3.0768,3.0768,0.0,0.0,-0.6652,-0.6652,1,3.742,0,1,90.0,0,2.0,-1.0768,1,0,0.2
2022-23,FAIL,30,left,66,Solanke,FWD,55,2061,446,0.82,1.0,2.6292,2.6292,0.0,2.6292,2.6292,0.0,0.0,,,,,0,1,87.0,0,2.0,-0.6292,1,0,
2022-23,FAIL,30,left,548,Iversen,GKP,38,270,270,0.85,1.0,3.3328,3.3328,0.0,3.3328,3.3328,0.0,0.0,,,,,0,1,90.0,0,4.0,0.6672,1,0,
2022-23,FAIL,30,left,116,Mac Allister,MID,55,2065,429,0.82,1.0,3.0752,3.0752,0.0,3.0752,3.0752,0.0,0.0,,,,,1,1,90.0,0,2.0,-1.0752,1,0,
2022-23,FAIL,30,left,280,Van Dijk,DEF,65,2025,270,0.82,1.0,3.0684,3.0684,0.0,3.0684,3.0684,0.0,0.0,,,,,1,1,90.0,0,0.0,-3.0684,0,1,
2022-23,FAIL,30,left,92,Pinnock,DEF,44,1890,540,0.72,1.0,2.802,2.802,0.0,2.802,2.802,0.0,0.0,,,,,1,1,90.0,0,1.0,-1.802,1,0,
2022-23,FAIL,32,entered,288,Diogo Jota,FWD,87,748,300,0.72,1.0,2.7664,3.4488,0.6824,2.7664,3.4488,0.6824,0.6824,-0.286,-0.286,1,3.7348,1,1,80.0,0,13.0,9.5512,1,0,11.0
2022-23,FAIL,32,entered,88,Jensen,MID,48,2363,369,0.82,1.0,2.7308,2.7308,0.0,2.7308,2.7308,0.0,0.0,-1.004,-1.004,1,3.7348,1,1,90.0,0,2.0,-0.7308,1,0,0.0
2022-23,FAIL,32,left,40,Watkins,FWD,77,2503,450,0.82,1.0,3.1336,3.1336,0.0,3.1336,3.1336,0.0,0.0,,,,,1,0,90.0,0,2.0,-1.1336,1,0,
2022-23,FAIL,32,left,233,Harrison,MID,57,2173,430,0.82,1.0,2.8948,2.8948,0.0,2.8948,2.8948,0.0,0.0,,,,,1,1,79.0,0,2.0,-0.8948,1,0,
2022-23,FAIL,33,entered,288,Diogo Jota,FWD,88,828,380,0.72,1.0,2.9168,3.5068,0.59,2.9168,3.5068,0.59,0.59,-0.2492,-0.2492,1,3.756,1,1,58.0,0,1.0,-2.5068,0,0,-3.3333
2022-23,FAIL,33,entered,285,Alexander-Arnold,DEF,75,2292,360,0.82,1.0,3.0072,3.0072,0.0,3.0072,3.0072,0.0,0.0,-0.7488,-0.7488,1,3.756,1,1,90.0,0,5.0,1.9928,1,0,0.6667
2022-23,FAIL,33,entered,199,Tarkowski,DEF,42,2880,360,0.72,1.0,2.6328,2.6328,0.0,2.6328,2.6328,0.0,0.0,-1.1232,-1.1232,1,3.756,0,1,90.0,0,0.0,-2.6328,0,1,-4.3333
2022-23,FAIL,33,left,427,Kane,FWD,115,2866,360,0.85,1.0,3.5608,3.5608,0.0,3.5608,3.5608,0.0,0.0,,,,,1,1,90.0,0,11.0,7.4392,1,0,
2022-23,FAIL,33,left,461,Zouma,DEF,44,1835,450,0.72,1.0,2.6792,2.6792,0.0,2.6792,2.6792,0.0,0.0,,,,,1,0,90.0,0,1.0,-1.6792,1,0,
2022-23,FAIL,33,left,222,Ayling,DEF,45,1508,270,0.72,1.0,2.7028,2.7268,0.024,2.7028,2.7268,0.024,0.024,,,,,1,1,90.0,0,1.0,-1.7268,1,0,
2022-23,FAIL,35,entered,448,Perišić,DEF,53,2093,345,0.82,1.0,3.1024,3.1024,0.0,3.1024,3.1024,0.0,0.0,-0.882,-0.882,1,3.9844,0,1,0.0,1,0.0,-3.1024,0,0,-2.6
2022-23,FAIL,35,entered,2,Leno,GKP,46,2880,450,0.85,1.0,3.5532,3.5532,0.0,3.5532,3.5532,0.0,0.0,-0.4312,-0.4312,1,3.9844,0,1,90.0,0,9.0,5.4468,1,0,6.4
2022-23,FAIL,35,entered,303,Mahrez,MID,73,1480,280,0.72,1.0,3.462,4.0932,0.6312,3.462,4.0932,0.6312,0.6312,0.1088,0.1088,1,3.9844,1,1,90.0,0,10.0,5.9068,1,0,7.4
2022-23,FAIL,35,entered,125,Enciso,FWD,46,474,290,0.72,1.0,2.8076,2.8076,0.0,2.8076,2.8076,0.0,0.0,-1.1768,-1.1768,1,3.9844,0,1,45.0,0,1.0,-1.8076,0,0,-1.6
2022-23,FAIL,35,entered,285,Alexander-Arnold,DEF,76,2562,450,0.82,1.0,3.5672,3.5672,0.0,3.5672,3.5672,0.0,0.0,-0.4172,-0.4172,1,3.9844,1,1,90.0,0,7.0,3.4328,1,0,4.4
2022-23,FAIL,35,left,518,Hennessey,GKP,39,180,0,0.85,0.0,3.2288,3.2288,0.0,3.2288,3.2288,0.0,0.0,,,,,0,1,0.0,1,0.0,-3.2288,0,0,
2022-23,FAIL,35,left,427,Kane,FWD,114,3046,360,0.85,1.0,3.7448,3.7448,0.0,3.7448,3.7448,0.0,0.0,,,,,1,1,90.0,0,8.0,4.2552,1,0,
2022-23,FAIL,35,left,461,Zouma,DEF,44,1943,288,0.72,1.0,2.5432,2.5432,0.0,2.5432,2.5432,0.0,0.0,,,,,1,0,0.0,1,0.0,-2.5432,0,0,
2022-23,FAIL,35,left,180,Keane,DEF,42,922,360,0.72,1.0,2.4588,2.68,0.2212,2.4588,2.68,0.2212,0.2212,,,,,1,0,0.0,1,0.0,-2.68,0,0,
2022-23,FAIL,35,left,124,Mitoma,MID,56,1838,304,0.72,1.0,3.5292,3.5292,0.0,3.5292,3.5292,0.0,0.0,,,,,0,1,90.0,0,5.0,1.4708,1,0,
2022-23,FAIL,36,entered,16,Gabriel,DEF,52,3139,354,0.85,1.0,3.2228,3.2228,0.0,3.2228,3.2228,0.0,0.0,-2.726,-2.726,1,5.9488,1,0,90.0,0,1.0,-2.2228,1,0,0.0
2022-23,FAIL,36,entered,356,Wilson,FWD,71,1620,232,0.68,1.0,5.8848,6.0264,0.1416,5.8848,6.0264,0.1416,0.1416,0.0776,0.0776,1,5.9488,1,1,162.0,0,24.0,17.9736,1,0,23.0
2022-23,FAIL,36,entered,39,Mings,DEF,48,2880,360,0.85,1.0,3.0564,3.0564,0.0,3.0564,3.0564,0.0,0.0,-2.8924,-2.8924,1,5.9488,1,0,90.0,0,2.0,-1.0564,1,0,1.0
2022-23,FAIL,36,left,145,Havertz,FWD,74,2343,128,0.82,1.0,3.2892,3.2892,0.0,3.2892,3.2892,0.0,0.0,,,,,1,0,17.0,0,1.0,-2.2892,0,0,
2022-23,FAIL,36,left,180,Keane,DEF,42,922,270,0.72,1.0,2.8212,3.0268,0.2056,2.8212,3.0268,0.2056,0.2056,,,,,1,0,0.0,1,0.0,-3.0268,0,0,
2022-23,FAIL,36,left,366,Schär,DEF,51,2847,343,0.85,1.0,5.9488,5.9488,0.0,5.9488,5.9488,0.0,0.0,,,,,1,1,180.0,0,2.0,-3.9488,1,0,
2023-24,PASS,1,entered,294,Diogo J.,MID,80,0,0,0.72,1.0,2.6072,3.8836,1.2764,2.6072,3.8836,1.2764,1.2764,-0.234,-0.234,1,4.1176,1,1,65.0,0,1.0,-2.8836,1,0,0.0
2023-24,PASS,1,entered,398,Shaw,DEF,55,0,0,0.45,1.0,1.6968,1.8128,0.116,1.6968,1.8128,0.116,0.116,-2.3048,-2.3048,1,4.1176,1,0,90.0,0,5.0,3.1872,1,0,4.0
2023-24,PASS,1,entered,245,Branthwaite,DEF,40,0,0,0.1,1.0,0.53,0.7708,0.2408,0.53,0.7708,0.2408,0.2408,-3.3468,-3.3468,1,4.1176,1,1,0.0,1,0.0,-0.7708,0,0,-1.0
2023-24,PASS,1,entered,149,Undav,FWD,55,0,0,0.45,1.0,1.3584,2.576,1.2176,1.3584,2.576,1.2176,1.2176,-1.5416,-1.5416,1,4.1176,1,0,0.0,1,0.0,-2.576,0,0,-1.0
2023-24,PASS,1,entered,26,Trossard,MID,70,0,0,0.72,1.0,2.66,3.516,0.856,2.66,3.516,0.856,0.856,-0.6016,-0.6016,1,4.1176,1,0,17.0,0,1.0,-2.516,0,0,0.0
2023-24,PASS,1,left,834,Arthur,DEF,40,0,0,0.1,1.0,0.6052,0.6052,0.0,0.6052,0.6052,0.0,0.0,,,,,0,1,0.0,1,0.0,-0.6052,0,0,
2023-24,PASS,1,left,396,Rashford,MID,90,0,0,0.72,1.0,3.1624,3.3356,0.1732,3.1624,3.3356,0.1732,0.1732,,,,,1,0,87.0,0,3.0,-0.3356,1,0,
2023-24,PASS,1,left,781,Gardner,FWD,45,0,0,0.1,1.0,0.4972,0.4972,0.0,0.4972,0.4972,0.0,0.0,,,,,0,1,0.0,1,0.0,-0.4972,0,0,
2023-24,PASS,1,left,845,Offiah,DEF,40,0,0,0.1,1.0,0.6036,0.6036,0.0,0.6036,0.6036,0.0,0.0,,,,,0,0,0.0,1,0.0,-0.6036,0,0,
2023-24,PASS,1,left,14,Ødegaard,MID,85,0,0,0.72,1.0,3.0668,2.9932,-0.0736,3.0668,2.9932,-0.0736,-0.0736,,,,,1,0,90.0,0,2.0,-0.9932,1,0,
2023-24,PASS,2,entered,290,Alexander-Arnold,DEF,80,90,90,0.72,1.0,2.7512,3.234,0.4828,2.7512,3.234,0.4828,0.4828,-0.6664,-0.6664,1,3.9004,1,1,75.0,0,2.0,-1.234,1,0,0.4286
2023-24,PASS,2,entered,294,Diogo J.,MID,80,65,65,0.72,1.0,2.7976,4.2644,1.4668,2.7976,4.2644,1.4668,1.4668,0.364,0.364,0,3.9004,1,1,75.0,0,12.0,7.7356,1,0,10.4286
2023-24,PASS,2,entered,232,Mateta,FWD,50,748,0,0.28,1.0,0.976,1.1972,0.2212,0.976,1.1972,0.2212,0.2212,-2.7032,-2.7032,1,3.9004,1,1,0.0,1,0.0,-1.1972,0,0,-1.5714
2023-24,PASS,2,entered,361,Ortega Moreno,GKP,40,270,0,0.85,1.0,3.5292,3.4972,-0.032,3.5292,3.4972,-0.032,-0.032,-0.4032,-0.4032,1,3.9004,1,0,0.0,1,0.0,-3.4972,0,0,-1.5714
2023-24,PASS,2,entered,366,Sergio Gómez,DEF,40,340,0,0.22,1.0,0.8908,1.114,0.2232,0.8908,1.114,0.2232,0.2232,-2.7864,-2.7864,1,3.9004,1,0,0.0,1,0.0,-1.114,0,0,-1.5714
2023-24,PASS,2,entered,526,Bowen,MID,70,90,90,0.72,1.0,2.6012,3.4128,0.8116,2.6012,3.4128,0.8116,0.8116,-0.4876,-0.4876,1,3.9004,1,0,90.0,0,2.0,-1.4128,1,0,0.4286
2023-24,PASS,2,entered,433,Wilson,FWD,80,22,22,0.72,1.0,2.8648,3.29,0.4252,2.8648,3.29,0.4252,0.4252,-0.6104,-0.6104,1,3.9004,1,0,24.0,0,1.0,-2.29,0,0,-0.5714
2023-24,PASS,2,left,355,Haaland,FWD,140,79,79,0.72,1.0,4.3136,3.8944,-0.4192,4.3136,3.8944,-0.4192,-0.4192,,,,,1,0,90.0,0,2.0,-1.8944,1,0,
2023-24,PASS,2,left,37,Chambers,DEF,40,345,0,0.22,1.0,0.8936,1.01,0.1164,0.8936,1.01,0.1164,0.1164,,,,,1,0,0.0,1,0.0,-1.01,0,0,
2023-24,PASS,2,left,236,Olise,MID,60,2743,0,0.85,1.0,3.2504,3.2504,0.0,3.2504,3.2504,0.0,0.0,,,,,1,1,0.0,1,0.0,-3.2504,0,0,
2023-24,PASS,2,left,368,Stones,DEF,54,1844,0,0.68,1.0,2.666,2.666,0.0,2.666,2.666,0.0,0.0,,,,,1,0,0.0,1,0.0,-2.666,0,0,
2023-24,PASS,2,left,722,Donley,FWD,45,0,0,0.1,1.0,0.4772,0.4772,0.0,0.4772,0.4772,0.0,0.0,,,,,0,1,0.0,1,0.0,-0.4772,0,0,
2023-24,PASS,2,left,664,Ward-Prowse,MID,60,3371,0,0.85,1.0,3.16,3.16,0.0,3.16,3.16,0.0,0.0,,,,,0,1,80.0,0,9.0,5.84,1,0,
2023-24,PASS,2,left,409,Dubravka,GKP,40,156,0,0.85,1.0,3.3916,3.3576,-0.034,3.3916,3.3576,-0.034,-0.034,,,,,1,0,0.0,1,0.0,-3.3576,0,0,
2023-24,PASS,3,entered,195,Chilwell,DEF,57,149,149,0.45,1.0,1.7568,2.4056,0.6488,1.7568,2.4056,0.6488,0.6488,-1.36,-1.36,1,3.7656,1,1,85.0,0,6.0,3.5944,1,0,5.1667
2023-24,PASS,3,entered,294,Diogo J.,MID,80,140,140,0.72,1.0,2.6016,3.7508,1.1492,2.6016,3.7508,1.1492,1.1492,-0.0148,-0.0148,1,3.7656,1,1,32.0,0,4.0,0.2492,0,0,3.1667
2023-24,PASS,3,entered,232,Mateta,FWD,49,748,0,0.28,1.0,0.9712,1.1068,0.1356,0.9712,1.1068,0.1356,0.1356,-2.6588,-2.6588,1,3.7656,1,1,19.0,0,1.0,-0.1068,0,0,0.1667
2023-24,PASS,3,entered,433,Wilson,FWD,79,46,46,0.72,1.0,3.0936,3.716,0.6224,3.0936,3.716,0.6224,0.6224,-0.0496,-0.0496,1,3.7656,1,0,18.0,0,1.0,-2.716,0,0,0.1667
2023-24,PASS,3,entered,308,Salah,MID,125,161,161,0.72,1.0,3.5804,4.1224,0.542,3.5804,4.1224,0.542,0.542,0.3568,0.3568,0,3.7656,1,1,90.0,0,5.0,0.8776,1,0,4.1667
2023-24,PASS,3,entered,766,Kambwala,DEF,39,0,0,0.1,1.0,0.5016,0.5016,0.0,0.5016,0.5016,0.0,0.0,-3.264,-3.264,1,3.7656,0,1,0.0,1,0.0,-0.5016,0,0,-0.8333
2023-24,PASS,3,left,355,Haaland,FWD,140,169,169,0.72,1.0,3.7232,3.3548,-0.3684,3.7232,3.3548,-0.3684,-0.3684,,,,,1,0,90.0,0,4.0,0.6452,1,0,
2023-24,PASS,3,left,198,Cucurella,DEF,50,1669,0,0.68,1.0,2.0,1.9892,-0.0108,2.0,1.9892,-0.0108,-0.0108,,,,,1,1,0.0,1,0.0,-1.9892,0,0,
2023-24,PASS,3,left,8,G.Jesus,FWD,79,2064,0,0.82,1.0,3.2084,3.2084,0.0,3.2084,3.2084,0.0,0.0,,,,,1,0,1.0,0,1.0,-2.2084,0,0,
2023-24,PASS,3,left,204,Hall,DEF,45,653,0,0.22,1.0,1.0012,1.0012,0.0,1.0012,1.0012,0.0,0.0,,,,,0,1,0.0,1,0.0,-1.0012,0,0,
2023-24,PASS,3,left,236,Olise,MID,59,2743,0,0.85,1.0,2.9848,2.9848,0.0,2.9848,2.9848,0.0,0.0,,,,,1,1,0.0,1,0.0,-2.9848,0,0,
2023-24,PASS,3,left,86,Tavernier,MID,54,1740,0,0.68,1.0,2.4352,2.442,0.0068,2.4352,2.442,0.0068,0.0068,,,,,1,0,0.0,1,0.0,-2.442,0,0,
2023-24,PASS,4,entered,113,Raya,GKP,48,3420,0,0.85,1.0,3.734,3.734,0.0,3.734,3.734,0.0,0.0,0.002,0.002,1,3.732,0,1,0.0,1,0.0,-3.734,0,0,-4.5
2023-24,PASS,4,entered,307,Robertson,DEF,65,270,270,0.28,1.0,1.1164,1.4252,0.3088,1.1164,1.4252,0.3088,0.3088,-2.3068,-2.3068,1,3.732,1,1,90.0,0,6.0,4.5748,1,0,1.5
2023-24,PASS,4,entered,293,Darwin,FWD,73,41,41,0.72,1.0,2.4616,3.1396,0.678,2.4616,3.1396,0.678,0.678,-0.5924,-0.5924,1,3.732,1,1,64.0,0,8.0,4.8604,1,0,3.5
2023-24,PASS,4,entered,430,Trippier,DEF,65,270,270,0.28,1.0,1.0228,1.1696,0.1468,1.0228,1.1696,0.1468,0.1468,-2.5624,-2.5624,1,3.732,1,0,90.0,0,1.0,-0.1696,1,0,-3.5
2023-24,PASS,4,left,8,G.Jesus,FWD,79,1,1,0.72,1.0,2.564,2.6204,0.0564,2.564,2.6204,0.0564,0.0564,,,,,1,0,14.0,0,6.0,3.3796,0,0,
2023-24,PASS,4,left,313,Virgil,DEF,60,207,207,0.28,1.0,1.092,1.2172,0.1252,1.092,1.2172,0.1252,0.1252,,,,,1,1,0.0,1,0.0,-1.2172,0,0,
2023-24,PASS,4,left,290,Alexander-Arnold,DEF,79,255,255,0.28,1.0,1.22,1.372,0.152,1.22,1.372,0.152,0.152,,,,,1,1,71.0,0,12.0,10.628,1,0,
2023-24,PASS,4,left,275,Leno,GKP,45,270,270,0.85,1.0,3.8116,3.732,-0.0796,3.8116,3.732,-0.0796,-0.0796,,,,,1,1,90.0,0,0.0,-3.732,0,1,
2023-24,PASS,5,entered,195,Chilwell,DEF,58,295,295,0.72,1.0,2.4144,3.1036,0.6892,2.4144,3.1036,0.6892,0.6892,-0.59,-0.59,1,3.6936,1,1,10.0,0,0.0,-3.1036,0,0,-1.8889
2023-24,PASS,5,entered,294,Diogo J.,MID,79,197,197,0.72,1.0,2.706,3.884,1.178,2.706,3.884,1.178,1.178,0.1904,0.1904,1,3.6936,1,1,55.0,0,1.0,-2.884,0,0,-0.8889
2023-24,PASS,5,entered,42,Digne,DEF,45,350,350,0.72,1.0,2.3544,2.5876,0.2332,2.3544,2.5876,0.2332,0.2332,-1.106,-1.106,1,3.6936,1,0,90.0,0,5.0,2.4124,1,0,3.1111
2023-24,PASS,5,entered,523,Antonio,FWD,60,309,309,0.72,1.0,2.2464,2.8236,0.5772,2.2464,2.8236,0.5772,0.5772,-0.87,-0.87,1,3.6936,1,0,66.0,0,2.0,-0.8236,1,0,0.1111
2023-24,PASS,5,entered,13,Nketiah,FWD,56,270,270,0.72,1.0,2.0704,3.154,1.0836,2.0704,3.154,1.0836,1.0836,-0.5396,-0.5396,1,3.6936,1,0,65.0,0,2.0,-1.154,1,0,0.1111
2023-24,PASS,5,entered,430,Trippier,DEF,65,360,360,0.72,1.0,2.4448,2.764,0.3192,2.4448,2.764,0.3192,0.3192,-0.9296,-0.9296,1,3.6936,1,0,90.0,0,8.0,5.236,1,0,6.1111
2023-24,PASS,5,entered,526,Bowen,MID,71,360,360,0.72,1.0,3.04,3.658,0.618,3.04,3.658,0.618,0.618,-0.0356,-0.0356,1,3.6936,1,0,90.0,0,2.0,-1.658,1,0,0.1111
2023-24,PASS,5,entered,308,Salah,MID,125,341,341,0.72,1.0,3.4688,3.9252,0.4564,3.4688,3.9252,0.4564,0.4564,0.2316,0.2316,1,3.6936,1,1,90.0,0,10.0,6.0748,1,0,8.1111
2023-24,PASS,5,entered,569,José Sá,GKP,50,360,360,0.85,1.0,3.5552,3.5408,-0.0144,3.5552,3.5408,-0.0144,-0.0144,-0.1528,-0.1528,1,3.6936,1,0,90.0,0,2.0,-1.5408,1,0,0.1111
2023-24,PASS,5,left,226,Eze,MID,63,360,360,0.72,1.0,3.0572,3.1976,0.1404,3.0572,3.1976,0.1404,0.1404,,,,,1,1,90.0,0,1.0,-2.1976,1,0,
2023-24,PASS,5,left,355,Haaland,FWD,141,349,349,0.72,1.0,3.9528,3.6936,-0.2592,3.9528,3.6936,-0.2592,-0.2592,,,,,1,0,90.0,0,6.0,2.3064,1,0,
2023-24,PASS,5,left,265,Tarkowski,DEF,44,360,360,0.72,1.0,2.364,2.4508,0.0868,2.364,2.4508,0.0868,0.0868,,,,,1,1,90.0,0,2.0,-0.4508,1,0,
2023-24,PASS,5,left,588,Young,DEF,44,360,360,0.72,1.0,2.3464,2.3464,0.0,2.3464,2.3464,0.0,0.0,,,,,0,1,86.0,0,1.0,-1.3464,1,0,
2023-24,PASS,5,left,396,Rashford,MID,89,351,351,0.72,1.0,3.236,3.4104,0.1744,3.236,3.4104,0.1744,0.1744,,,,,1,0,90.0,0,2.0,-1.4104,1,0,
2023-24,PASS,5,left,85,Solanke,FWD,65,360,360,0.72,1.0,2.7656,2.8652,0.0996,2.7656,2.8652,0.0996,0.0996,,,,,1,0,90.0,0,2.0,-0.8652,1,0,
